year,code,comment
2020,04421,"オープンデータの概要は理解しているものの，公開したデータをどのように活用してもらったら良いかが分からず，町に対してどのようなメリットがあるかも実感しづらい。
そのため，オープンデータに対して，他の業務よりも優先度が低くなってしまっているように感じる。"
2020,04581,専門用語や略語、カタカナが多く、また説明が少なくイメージできないものが多い。分かる人だけが分かる事業となっており、内部で事業内容の説明ができないし、予算化もできない状況である。また、すでに公開している情報を再度規格に併せて作成することが負担となっている。
2020,05210,"・他団体や民間事業者との連携によるメリットや推進手法などの具体例をご教示いただきたい。
・オープンデータの公開優先度について、以前「できるものから」とセミナーで伺ったことがあるが、その中でも『これは優先度が高い』というものはあるでしょうか。"
2020,06206,ホームページで公開している情報に関して、寒河江市では「ホームページ上の文書・画像などの無断使用・転載、二次利用を禁止」「掲載されている情報は、個人的かつ非営利な使用目的だけのために利用する場合に限り、複製、使用、ダウンロードすることができる」と定めています。オープンデータを公開するにあたって、この部分を変更する必要があると思うのですが、何を契機にすればいいのかという問題が1点。また、オープンデータを公開した場合のメリットが見えないことが、取組を妨げているところだと思います。
2020,06207,"オープンデータについて拡充していきたいと考えているが、他業務に圧迫され従事できる時間的余裕がない。
そこで、より簡単にデータの変換ができるツール等、オープンデータを作成、公開、更新するにあたり、業務効率化が図れる技術的な支援が必要である。
また、担当者がデータ作成にあたり専門的な知識を勉強できる機会、日常的に相談できるような体制も必要である。

各県単位で市町村も含めたカタログサイトを提供している県もある。
そのような、データの保存容量が確保され、また公開手段の簡略化されたサイトがあれば、自前のホームページに掲載しえないファイス形式のデータを掲載できるので、構築、利用できることが望ましいと考える。

現在、ジャパンサーチなど文化財等をメインとしたオープンデータの全国サイトがあるが、ジャンルの垣根を越えて、こうした全国規模のサイトとデータを共有し、一元的に様々なデータを検索、閲覧、利用できる、自治体その他団体との提携を進めることが、オープンデータのより高度な利活用を生むうえで有用と考える。"
2020,06322,小さい自治体でも必要な取り組みであるとは思うが、国や県がデータを収集し公開した方が利用する方もしやすいのではないかという疑問がある。例えば、各セクションにおいて「AEDの設置個所」や「公共施設の場所」、「観光施設の場所」などの情報を定型フォーマットで収集し、オープンデータとして公開をすれば足りるのではないのか。
2020,06363,現状特にありませんが、今後進めるうえで課題があればご相談させていただきたいと思います。
2020,07202,"以前からアンケート・照会等で要望していますが、
①オープンデータの整備に法的強制力を与えること（具体性を持った義務化）
②国で統一したオープンデータ基盤（全国自治体が利用可）を整備すること
の2点が国の支援として必要です。

データの利活用を強力に推進するには「全国の自治体ほぼ全てがデータを公開していること」「公開しているデータが特定の基盤に一元化されていること」が絶対条件です。
現状では自治体によって取組状況がバラバラ、データの在処もバラバラ、公開手法もバラバラであるため、データ利用の際の収集・更新コストが甚大であり、本気でデータを利活用しようとする立場からすると自治体オープンデータは全く魅力がありません。

現状でも地域活動の活性化、住民協働という面では意味がありますが、出せる成果として「地域でデータを共有できたね、よかったね」「地域の課題を（少しだけ）解決するアプリができました」程度のものを超えることは非常に困難です。
国として今後、オープンデータ政策によって本気でイノベーションや経済効果を生み出すつもりであるならば、ぜひ①②の実現に向けご検討いただければと思います。"
2020,07208,特にありません。
2020,07367,"極小規模自治体（人口5000人以下）でオープンデータの公開によってメリットを受けた事例があれば、ご紹介いただきたい。
人員の少ない小規模自治体にとって、いかにオープンデータが簡単に公開できたとしても、一番の問題は公開後の情報維持管理であり、効果が薄いのであれば、職員の負担が増加するためでデメリットしかないのではないかと不安を感じている。"
2020,07405,"オープンデータの提供・公開にあたり、業務量の増加が考えられる。
町ホームページ、SNS等へのデータの掲載ではオープンデータの公開に当たらないため、
オープンデータ用のファイルの作成や、データ掲載業務・管理が必要であることから
人的資源の確保及び体制整備が必要であると考えられる。

一元的にデータの作成や公開・管理するシステムがあり、一般職員でも活用できるのであれば、
特定の職員の過度な業務増加につながらず、オープンデータへの積極的な取組が出来ると考えられる。
そのようなシステムや支援について、紹介していただきたい。"
2020,07445,"　インターネットでオープンデータについて調べてみたことはあるのですが、どのような情報を載せるべきなのか、またそのデータをホームページのどこに載せていいのかわからず、そういったことが掲載されているガイドブックなどが必要です。
　オープンデータはどのように利活用する（される）のかなどの事例がまとまっているものも必要になってくると思います。
"
2020,07483,"本調査の回答にあたり、苦慮した点があるので記述します。
Q26　データ活用推進計画は策定したが、特にオープンデータの担当課はありません。該当する選択肢がないので　取り組みは行っていないとしました。
横断的に、各課等から関連するオープンデータを吸い上げるような仕組みもありません。

Q29で、データ活用推進計画は策定しましたが、それによってなにか効果があったかというと、効果はありませんでした。
よって、Q31では適切な選択肢が無かったので、Q29の回答とは矛盾しますが、　取り組みは実施していない　としました。

データの作成の際に、緯度経度を入力する必要がありますが、当町では特にツールがあるわけではないので、googleマップを利用して緯度経度を調べて入力しています。しかし、作成した緯度経度データが正しいのか、検証する手段がありません。
緯度経度の入力と、データを読み込んで地図上に重ね合わせて表示し、確認できるようなツールや手順の公開が必要ではないかと思います。
"
2020,07521,"福島県ICT利活用協議会様が実施されている「ICTアドバイザー派遣事業」を活用して、支援業者と協力しながらオープンデータ公開に向けて準備を進めているところです。
オープンデータ専門に人や時間を割けない自治体にとって、このような事業を実施していただき大変助かっております。"
2020,07542,"オープンデータ内の情報の定期的な更新や、新しく追加する情報の準備を行う、業務的な余裕・人員が不足しているのが現状である。
オープンデータの作成が容易に行えるツール類の支援、といった技術的な支援や人的支援を、県や国が表立って行ってほしいと考えている。"
2020,08202,特にありません。
2020,08211,"各部署において，オープンデータとして公開するメリットが今のところないため，取り組みにくい。
また，国でも推進しているＥＢＰＭにおいても公開する必要はないため，現在では関連性が見られない。

各自治体での公開ではなく，ＤＡＴＡ ＧO.ＪＰ内で完結できる形にして欲しい。推奨データセットについても一括で全自治体のデータをダウンロード可能となりアプリ開発を実施したい業者もメリットがあると思う。
また，推奨データセットが増加されることで，アプリ開発などに役立つと思われるため増加をお願いしたい。"
2020,08216,"オープンデータの作成と公開には労力がかかるものであるため、公開すればどこぞの民間事業者がアプリ開発をしてくれますといった体では小さな団体では取り組むインセンティブが働かない。
目に見える形での活用事例が必要だが、行政機関側がアプリなりを作成すると、保守の責任が発生するためコスト高となることと使い勝手の面から便利さからは程遠いものが出来上がってしまう。
例えばであるが、Googleの使いやすさに敵う日系企業はないので、Googleのサービスを活用して、無料でオープンデータを活用してくれる趣味人が一つの地域に一人いるとよい。
フラットで軽く自由に使えるデータであるべきで、保守の責任を自治体に負わせないような取り組み事例の展開が必要だと思いますが、なかなか作り手が不足しているのが課題と感じています。
学校の授業やオープンデータを研究する学者のゼミなどで、実際にモノを作るといったカリキュラムを導入したり、無料で作れるオープンデータの活用マニュアルなどがあってオープンデータをいじるハードルを下げて誰でもいじれるようになればよいと思います。"
2020,09201,地域課題の解決や市民サービスの向上のため，具体的かつ効果的なオープンデータ利活用事例の公開
2020,09301,特になし
2020,09345,人口２万人以下の小規模団体で、オープンデータ公開により職員の業務負荷軽減や住民サービスの向上につながった事例を提供していただきたい。
2020,10205,利活用における効果測定ができないことで、継続的な事業展開をする意識が薄れてしまうことを危惧しています。効果測定の方法についてご支援いただきたく存じます。
2020,10211,"　オープンデータ化を行うにあたり、メリットが漠然としているため説得しづらい。
　業者が求めているデータ形式・内容について、取りまとめてご提示いただき、逆に取りまとめて業者に渡していただけると大変ありがたい。過去の活用例はご紹介いただいているほか、どのようなデータがあったら活用したいか、といったアンケートレベルのものはご提示いただいたかと思うが、取りまとめて利活用まで進めていただけると、目に見えた成果が出しやすく他部署への展開も少しは容易になると思われる。
　推奨データセットの項目は当市ホームページ上で公開されているものも多く出すだけであればできるため2020年度対応予定だが、推奨データセットのフォーマットに準拠した形での公開となると職員の手間が増えるばかりとなる懸念がある。確実なメリットやニーズがあれば原課職員と打ち合わせる中で説得材料となるが現在は特に無い。今後オープンデータ化推進を進めていただく中で、上記のようなサポートを受けられるような環境を構築していただきたい。"
2020,11201,"推奨データセットのそれぞれについて、具体的な活用事例があれば情報提供を随時行っていただきたい。
また、民間（活用者側）がどのようなデータを欲しているのか、はっきりすると利活用に向けた動きがしやすくなると思います。"
2020,11211,"オープンデータのニーズが不明であり、通常業務に加え、データ整備を依頼するのは担当課への説得力に欠けるところがあります。
　オープンデータの推進を行うのであれば、地方自治体の情報部門に広報するのではなく、まずは他の省庁にもオープンデータの必要性を周知し、国の通知によって各関係部局へ直接訴える必要性があると考えます。そうすることで、オープンデータの取組が自然と根付き、必要とされるデータが発生してくるものと思われます。それをサポートするのが情報部門の役割であり本来あるべき形ではないかと思われます。
　今のような、情報部門が関係各課へ依頼する形では、データ提供部署はやらされている感覚があるため取組として継続されないと思われます。そして、取組が継続されない業務については、必要性が薄れ、利活用が進まないと考えられます。
　また、統一フォーマットが早急に整備されなければ、これまでのデータ作成時間に無駄が生じ、データ作成に二の足を踏む自治体も多いと思われます。早急な整備をお願いします。"
2020,11212,オープンデータ利活用の具体的な調査方法や具体的な利活用事例などをご教授いただきたい。
2020,11221,オープンデータの定義があいまいだと感じます。本調査においても、PDFファイルや画像ファイルの公開もオープンデータに含めているようですが、誰でも二次利用が可能なデータの公開というオープンデータの趣旨を踏まえると疑問に感じます。また、担当課がホームページ上に公開しているデータは無数にありますが、それらもオープンデータに含めるか含めないか判断しかねますし、また、それらを全て把握することは困難です。なお、以上の理由により本調査の回答については、本市が埼玉県のオープンデータのポータルサイトでCSV形式で公開しているデータのみについての回答とさせていただきました。
2020,11222,都道府県の運用するポータルサイトで公開を行っているため、データの閲覧数やダウンロード数を自団体で確認することができない。ニーズや効果が不明確であるため、そのあたりの情報提供をいただけるようになると、市町村職員の意欲も向上するのではないかと感じる。
2020,11324,特にございません
2020,11348,オープンデータの先進的な活用事例や、手順等をまとめたガイドライン等の情報提供をお願いしたい。
2020,11349,・人的な支援（軌道に乗るまでの、オープンデータに関する啓発や理解を得るための説明、仕組み作り、運用の支援など）
2020,11361,オープンデータの対応に時間を割く余裕が無く、対応ができておりません。
2020,12236,"まずは、現在公開型ＧＩＳで公開している情報について、csvファイルでオープンデータとして公開するため準備を行っているが、利活用計画の策定などについては想定していない。
千葉県が行った研修では、たとえ１つデータでもオープンデータとして公開すれば、オープンデータについて取り組んでいることになると説明があったが、利活用計画の策定は現時点では行わず、公開に向けて作業を進める方針で差し支えないか。"
2020,12239,当市の地域的課題（大手民間企業が存在しない）による「オープンデータ活用」についての恩恵が少ない点について、自治体の枠組みを超えた県または国単位で民間企業のデータ活用が積極的になれば、地方の小規模自治体にも恩恵があるためオープンデータの取り組みが進んでいくものと考える。
2020,13228,行政が公開しているオープンデータを活用してアプリ等を作成した取組、また、取組を実施している団体や個人の情報が不足しているのでご恵与いただきたい。
2020,13123,"様々な業務と兼務で対応をしているため、人が足りていない。
他でも同様に困っている自治体があるのではないか。"
2020,13204,自治体間でのデータ形式が異なるため、横の連携が難しい現状がある。国が統一の様式を義務付けるなどの方針策定を期待する。
2020,13104,"　各自治体の推奨フォーマットでの公開状況や、標準フォーマットを用いた業務効率化の具体的な成功事例、また、オープンデータの利活用を更に進めていくための各自治体の最新の利活用事例など、データ保有課がオープンデータに進んで取り組みたくなるような、オープンデータ担当者のモチベーションアップに繋がるような情報の提供が望まれる。

"
2020,13115,"・オープンデータの意義をより明確にし、データ数を増やすためにも、オープンデータの二次利用事例（自治体及び民間）を提供してほしい。
・PDF等データを二次利用可能な形態に置き換える技術等を示してほしい。
・「推奨データセット」の策定より以前に、オープンデータを進めており、今から推奨データセットにフォーマットを揃えることが困難である。共通フォーマットに揃えるための技術的な支援等も検討していただきたい。"
2020,13221,国の推奨データセットを含む一定数を公開してきたが、今後どのようなデータを公開していけばよいか。
2020,13121,"足立区では、今後、原課に対、オープンデータ推進に対する効果やメリットなどを伝えていき、公開データ数の増加及び現在公開しているデータの機械判読データへの変換を支援していく。
それに伴い、より多くのオープンデータ活用事例などの情報が必要と考えている。"
2020,13114,"・他自治体がどういった方針でオープンデータの公開を進めているのか（優先的に公開するデータの決め方等）。
・オープンデータに関して疑問点が生じた場合、相談窓口はあるのか。
・各推奨データセットの活用事例一覧のようなものはないのか。
　具体的な活用事例（＝オープンデータの意義）を把握できれば、データの所管部署にデータの公開・更新を依頼する際に、協力が得られやすくなるためです。
・データ項目定義書や各推奨データセット(特に応用編B1～5）のフォーマット内の記載例を増やすことは出来ないのか。
・学校給食献立情報、小中学校通学区域情報はメタデータを含めて推奨データセットということなのか。


"
2020,13222,当市では保有データのうち、一部のデータのみオープンデータとして公開しているが、今後、全庁的にオープンデータの公開を推進していく上で、関係各課との調整について有効的な手段があればご教授いただきたい。
2020,13213,"当市の職員はオープンデータの認知度が低いと感じています。それについて当課の周知が足りていないのが課題だと思っているのですが、周知をするにあたって伝えるべき「オープンデータ化に積極的に取り組むメリット」があまり実感できていません。
「公開しておくことで民間事業者にてデータを利活用したアプリ開発が行われる可能性がある」等のメリットがあることは分かるのですが、オープンデータへの関心が低い職員が興味を持つか、と考えると弱い気がしています。
オープンデータの作成・更新にはデータ毎の関係所管課職員の協力が欠かせません。そのためにはより具体的で分かりやすく、人的コストをかけてでも取り組みたいと思えるメリット等の情報を与えて興味を持たせる必要があると考えています。そのような情報を得ることが出来れば、私達も積極的に周知等の活動に取り組んでいけると思いますので助かります。"
2020,13201,全国的なオープンデータの取り組みの推進、オープンデータの標準化、オープンデータの公開などについて、何らかの法的な定めと公開にあったって各自治体の負担軽減につながるシステムなどの導入及び財政面も含めた国の支援が必要と考える。
2020,13218,特になし
2020,13107,特になし
2020,13202,"　現在、各課で作成する課の成果の書式が使用目的（予算、議会、対都道府県への報告など）ごとにバラバラであり、同一の内容を目的別に複数作成するため作業効率が悪い。このため各課のデータをオープンデータ化するのは更なる作業負荷がかかるため推進が進まない。
　そこで、情報推進課としては、あらゆる報告をすべて廃止し、各課の報告は全てオープンデータのみ、あとは各課が必要に応じて各課のデータを取りまとめる、とすることで、オープンデータの推進、業務負荷の軽減、行政の透明化が図ら。また、このことで民間企業や大学、専門学校、医療や健康部門などとの連携が活性化すると考える。
　今後の庁内連携会議で関係部署（広報課、行政経営課、総務課）に提案、検討をしていきたい。"
2020,14213,"現場レベルでは、オープンデータの効果・メリット・ニーズが不明確であり、業務の優先順位が低い。
先進的活用事例は、地域の特殊要因を持った自治体の活用事例をそのまま紹介されても、あまり参考にならない。
一般的な自治体が持つデータを、オープンデータとして推奨データセットなりで公開すると、このような効果があるという成果が見えないと、人工や予算をかけて実施とならない。"
2020,14214,具体の利活用事例や、企業との橋渡し、ニーズ調査等、公開することが目的でなく、利活用の視点から事業を取り組んで行けるような体制支援、情報提供等。
2020,14301,オープンデータの具体的な目的やそれを利用する開発者、開発したものを利用する利用者が常にいなければ成り立たない。
2020,14321,"オープンデータの推進方法について、現在の連絡経路は「国→県→市区町村情報系担当者→各データ所管課担当者」となっており、各データ所管課としての認識が情報担当者からの依頼レベルでしかなく、非常に非効率的な構造になっています。各データ所管課の上級省庁から各データの管理方法等について具体的に指示いただくことにより、各データ所管課の当事者意識が醸成され、より効率的かつ統一的なオープンデータの推進につながるのではないでしょうか。
また、各データ所管課が自発的にデータを更新できる仕組みを整備することにより、持続的に正確な情報を提供し続けられるのではないでしょうか。"
2020,15100,「Ｑ６　学校教育に関する情報（小中学校通学区域、学校給食献立）」については、小中学校通学区域についてのみ公開しております。
2020,15218,特にありません。
2020,15342,"先日、新潟県が実施したオープンデータ研修を受講し、「オープンデータとは何か」「オープンデータへの取り組み方について」等を学ばせていただいた。
しかし、庁内でオープンデータの取りまとめ役となるであろう情報担当職員は、広報広聴や統計調査・国際交流などなど、多数の業務を兼任しており、オープンデータに取り組む余力がないことが現状であり、1番の課題となっている。
したがって、まずは庁内での人員配置及び業務割り振りの見直しを行う必要がある。"
2020,15361,"県の方からはWeb研修会を開催頂いたり、ご支援を頂いている状況ですが、（小さい市町村はどこでもそうだと思いますが）
情報担当職員、各情報元の職員が多くの業務を兼務しているため、なかなか取り組めない状況です。
一度公開して終わりではなく、公開後は情報を常に最新の状態にしておく必要があると考えます。
現状では今年度中に更新が頻繁ではないであろう情報で、有益性のありそうなもの（公衆トイレの情報など）
を公表する予定ではありますが、それ以外の定期的に更新が必要な情報については、公開できる見込みはありません。
情報源となる担当課の業務負担が大きく増加すること、すべての職員がこういった情報化政策に明るいわけではないことが理由です。
また、データを公開したからと言って、当町及び当町の住民にとって、その業務負担に見合うだけのメリットがあるとは思えません。
"
2020,16202,"・オープンデータの取り組みが、大局的に見ると職員の負担軽減に繋がるということが理解できる研修の開催や資料の提供
・データの更新、運用作業の負担軽減のための事例、ツールなどの紹介
上記のような支援があれば、オープンデータの推進にあたり原課の理解を得やすくなるほか、1人で手作業で行っているデータの公開作業の負担も減らすことができ、積極的なデータの公開につながるのではと思う。"
2020,16205,公開しても、活用してもらえないことには意味がない。活用してもらえるよう、アプリの開発等について支援が必要。
2020,16323,定期的な研修会の開催
2020,17211,オープンデータの取組を取りまとめる部署があるが、共通の取組方針・推進方針等は存在しないため、どのように進めていけばよいか不明である。
2020,18202,　推奨データセットにぴったりサービスのような推進の指示がなく、原課に対する強制力がないため、オープンデータの公開に積極的に取り組んでくれる課がありません。
2020,18204,"オープンデータの理想は素晴らしいと思うが、現状ではテキストファイルとWORDファイルの違いすら分からない方が大多数である。.このような方々にオープンデータの説明をしても理解を得ることは難しい。
人と予算に余裕のある自治体ならば先行投資として割り切って取り組めるが、当市のように余裕が無い自治体では取組みに意味を見出すのは難しい。"
2020,18209,"・オープンデータの保守や拡充については、各データ担当部署の責任に負うところから、データが目に見える形での活用がされないと、データ管理意識が低下したり、データ追加が進まない。
・オープンデータがいかに活用されるか、モデルケースにつなぐことが難しい。"
2020,19201,"・本市では平成30年3月よりオープンデータを公開しているが、未だに利活用事例がない状況である。オープンデータの公開を積極的に進めるためには、庁内職員に対し、オープンデータを公開する効果やメリットについて示すことが1番効果的であると考えるが、利活用事例がないため説得力がなく、なかなか理解を得られない。先進的な利活用事例を調べると、その多くがアプリの作成である。しかし、オープンデータとして公開している内容は、市の施策の中で作成した数々のアプリや公開型GIS上で既に公開されているものが多いため、そこから更にまたアプリ等を作成しようとは思えない。もう少し、アプリ作成以外の利活用事例を提供して欲しい。
・またオープンデータの利用者とはいったいどういった人達なのか。（民間企業や地域でデータ利活用に取り組む有志の団体等、漠然としたイメージしかない。）オープンデータは利用されているかを調べることが難しく、ターゲットが誰なのかわからない。そのため、次にどんなオープンデータを公開するのが利用者の需要を満たすのかわからず困っている。"
2020,20306,自団体ホームページ上での公開ノウハウ及び公開ツールを提供していただきたい。
2020,20324,担当職員だけでなく、役場全体にオープンデータ化の必要性を認識させる必要がある。
2020,20383,人・金無くして推進なし。
2020,20425,"まずはデータを取りまとめる職員に、オープンデータの意義を知っていただく必要があるため、実例を含めた研修を行いたいがそこまでのリソースがない。
複数回に分けたいため講師の派遣よりかは、研修資料の提供の方がありがたいと思っています。"
2020,21217,オープンデータの公開や利活用をすすめることは、今後の市の発展のために必要なことと理解しているが、日々の業務が多忙てあることから業務の優先度が下がってしまい、データの公開に至っていない。管理職職員や議員等の理解が進めば業務に取り組みやすくなると思われる。
2020,21604,"サイトは岐阜県で整備したものになります
村としてはもととなるデータを提供しただけで、特に何もしていません"
